Book,Chapter,Text
Psalms,146,הללו יה הללי נפשׁי את יהוה׃ אהללה יהוה בחיי אזמרה לאלהי בעודי׃ אל תבטחו בנדיבים בבן אדם שׁאין לו תשׁועה׃ תצא רוחו ישׁב לאדמתו ביום ההוא אבדו עשׁתנתיו׃ אשׁרי שׁאל יעקב בעזרו שׂברו על יהוה אלהיו׃ עשׂה שׁמים וארץ את הים ואת כל אשׁר בם השׁמר אמת לעולם׃ עשׂה משׁפט לעשׁוקים נתן לחם לרעבים יהוה מתיר אסורים׃ יהוה פקח עורים יהוה זקף כפופים יהוה אהב צדיקים׃ יהוה שׁמר את גרים יתום ואלמנה יעודד ודרך רשׁעים יעות׃ ימלך יהוה לעולם אלהיך ציון לדר ודר הללו יה׃
Psalms,147,הללו יה כי טוב זמרה אלהינו כי נעים נאוה תהלה׃ בונה ירושׁל͏ם יהוה נדחי ישׂראל יכנס׃ הרפא לשׁבורי לב ומחבשׁ לעצבותם׃ מונה מספר לכוכבים לכלם שׁמות יקרא׃ גדול אדונינו ורב כח לתבונתו אין מספר׃ מעודד ענוים יהוה משׁפיל רשׁעים עדי ארץ׃ ענו ליהוה בתודה זמרו לאלהינו בכנור׃ המכסה שׁמים בעבים המכין לארץ מטר המצמיח הרים חציר׃ נותן לבהמה לחמה לבני ערב אשׁר יקראו׃ לא בגבורת הסוס יחפץ לא בשׁוקי האישׁ ירצה׃ רוצה יהוה את יראיו את המיחלים לחסדו׃ שׁבחי ירושׁל͏ם את יהוה הללי אלהיך ציון׃ כי חזק בריחי שׁעריך ברך בניך בקרבך׃ השׂם גבולך שׁלום חלב חטים ישׂביעך׃ השׁלח אמרתו ארץ עד מהרה ירוץ דברו׃ הנתן שׁלג כצמר כפור כאפר יפזר׃ משׁליך קרחו כפתים לפני קרתו מי יעמד׃ ישׁלח דברו וימסם ישׁב רוחו יזלו מים׃ מגידדברוליעקב חקיו ומשׁפטיו לישׂראל׃ לא עשׂה כן לכל גוי ומשׁפטים בל ידעום הללו יה׃
Psalms,148,הללו יה הללו את יהוה מן השׁמים הללוהו במרומים׃ הללוהו כל מלאכיו הללוהו כל צבאו׃ הללוהו שׁמשׁ וירח הללוהו כל כוכבי אור׃ הללוהו שׁמי השׁמים והמים אשׁר מעל השׁמים׃ יהללו את שׁם יהוה כי הוא צוה ונבראו׃ ויעמידם לעד לעולם חק נתן ולא יעבור׃ הללו את יהוה מן הארץ תנינים וכל תהמות׃ אשׁ וברד שׁלג וקיטור רוח סערה עשׂה דברו׃ ההרים וכל גבעות עץ פרי וכל ארזים׃ החיה וכל בהמה רמשׂ וצפור כנף׃ מלכי ארץ וכל לאמים שׂרים וכל שׁפטי ארץ׃ בחורים וגם בתולות זקנים עם נערים׃ יהללו את שׁם יהוה כי נשׂגב שׁמו לבדו הודו על ארץ ושׁמים׃ וירם קרן לעמו תהלה לכל חסידיו לבני ישׂראל עם קרבו הללו יה׃
Psalms,149,הללו יה שׁירו ליהוה שׁיר חדשׁ תהלתו בקהל חסידים׃ ישׂמח ישׂראל בעשׂיו בני ציון יגילו במלכם׃ יהללו שׁמו במחול בתף וכנור יזמרו לו׃ כי רוצה יהוה בעמו יפאר ענוים בישׁועה׃ יעלזו חסידים בכבוד ירננו על משׁכבותם׃ רוממות אל בגרונם וחרב פיפיות בידם׃ לעשׂות נקמה בגוים תוכחות בלאמים׃ לאסר מלכיהם בזקים ונכבדיהם בכבלי ברזל׃ לעשׂות בהם משׁפט כתוב הדר הוא לכל חסידיו הללו יה׃
Psalms,150,הללו יה הללו אל בקדשׁו הללוהו ברקיע עזו׃ הללוהו בגבורתיו הללוהו כרב גדלו׃ הללוהו בתקע שׁופר הללוהו בנבל וכנור׃ הללוהו בתף ומחול הללוהו במנים ועגב׃ הללוהו בצלצלי שׁמע הללוהו בצלצלי תרועה׃ כל הנשׁמה תהלל יה הללו יה׃
Proverbs,1,משׁלי שׁלמה בן דוד מלך ישׂראל׃ לדעת חכמה ומוסר להבין אמרי בינה׃ לקחת מוסר השׂכל צדק ומשׁפט ומשׁרים׃ לתת לפתאים ערמה לנער דעת ומזמה׃ ישׁמע חכם ויוסף לקח ונבון תחבלות יקנה׃ להבין משׁל ומליצה דברי חכמים וחידתם׃ יראת יהוה ראשׁית דעת חכמה ומוסר אוילים בזו׃ שׁמע בני מוסר אביך ואל תטשׁ תורת אמך׃ כי לוית חן הם לראשׁך וענקים לגרגרתך׃ בני אם יפתוך חטאים אל תבא׃ אם יאמרו לכה אתנו נארבה לדם נצפנה לנקי חנם׃ נבלעם כשׁאול חיים ותמימים כיורדי בור׃ כל הון יקר נמצא נמלא בתינו שׁלל׃ גורלך תפיל בתוכנו כיס אחד יהיה לכלנו׃ בני אל תלך בדרך אתם מנע רגלך מנתיבתם׃ כי רגליהם לרע ירוצו וימהרו לשׁפך דם׃ כי חנם מזרה הרשׁת בעיני כל בעל כנף׃ והם לדמם יארבו יצפנו לנפשׁתם׃ כן ארחות כל בצע בצע את נפשׁ בעליו יקח׃ חכמות בחוץ תרנה ברחבות תתן קולה׃ בראשׁ המיות תקרא בפתחי שׁערים בעיר אמריה תאמר׃ עד מתי פתים תאהבו פתי ולצים לצון חמדו להם וכסילים ישׂנאו דעת׃ תשׁובו לתוכחתי הנה אביעה לכם רוחי אודיעה דברי אתכם׃ יען קראתי ותמאנו נטיתי ידי ואין מקשׁיב׃ ותפרעו כל עצתי ותוכחתי לא אביתם׃ גם אני באידכם אשׂחק אלעג בבא פחדכם׃ בבא(כשאוה)[כשׁואה ]פחדכם ואידכם כסופה יאתה בבא עליכם צרה וצוקה׃ אז יקראנני ולא אענה ישׁחרנני ולא ימצאנני׃ תחת כי שׂנאו דעת ויראת יהוה לא בחרו׃ לא אבו לעצתי נאצו כל תוכחתי׃ ויאכלו מפרי דרכם וממעצתיהם ישׂבעו׃ כי משׁובת פתים תהרגם ושׁלות כסילים תאבדם׃ ושׁמע לי ישׁכן בטח ושׁאנן מפחד רעה׃
Proverbs,2,בני אם תקח אמרי ומצותי תצפן אתך׃ להקשׁיב לחכמה אזנך תטה לבך לתבונה׃ כי אם לבינה תקרא לתבונה תתן קולך׃ אם תבקשׁנה ככסף וכמטמונים תחפשׂנה׃ אז תבין יראת יהוה ודעת אלהים תמצא׃ כי יהוה יתן חכמה מפיו דעת ותבונה׃ (וצפן)[יצפן]לישׁרים תושׁיה מגן להלכי תם׃ לנצר ארחות משׁפט ודרך חסידו ישׁמר׃ אז תבין צדק ומשׁפט ומישׁרים כל מעגל טוב׃ כי תבוא חכמה בלבך ודעת לנפשׁך ינעם׃ מזמה תשׁמר עליך תבונה תנצרכה׃ להצילך מדרך רע מאישׁ מדבר תהפכות׃ העזבים ארחות ישׁר ללכת בדרכי חשׁך׃ השׂמחים לעשׂות רע יגילו בתהפכות רע׃ אשׁר ארחתיהם עקשׁים ונלוזים במעגלותם׃ להצילך מאשׁה זרה מנכריה אמריה החליקה׃ העזבת אלוף נעוריה ואת ברית אלהיה שׁכחה׃ כי שׁחה אל מות ביתה ואל רפאים מעגלתיה׃ כל באיה לא ישׁובון ולא ישׂיגו ארחות חיים׃ למען תלך בדרך טובים וארחות צדיקים תשׁמר׃ כי ישׁרים ישׁכנו ארץ ותמימים יותרו בה׃ ורשׁעים מארץ יכרתו ובוגדים יסחו ממנה׃
Proverbs,3,בני תורתי אל תשׁכח ומצותי יצר לבך׃ כי ארך ימים ושׁנות חיים ושׁלום יוסיפו לך׃ חסד ואמת אל יעזבך קשׁרם על גרגרותיך כתבם על לוח לבך׃ ומצא חן ושׂכל טוב בעיני אלהים ואדם׃ בטח אל יהוה בכל לבך ואל בינתך אל תשׁען׃ בכל דרכיך דעהו והוא יישׁר ארחתיך׃ אל תהי חכם בעיניך ירא את יהוה וסור מרע׃ רפאות תהי לשׁרך ושׁקוי לעצמותיך׃ כבד את יהוה מהונך ומראשׁית כל תבואתך׃ וימלאו אסמיך שׂבע ותירושׁ יקביך יפרצו׃ מוסר יהוה בני אל תמאס ואל תקץ בתוכחתו׃ כי את אשׁר יאהב יהוה יוכיח וכאב את בן ירצה׃ אשׁרי אדם מצא חכמה ואדם יפיק תבונה׃ כי טוב סחרה מסחר כסף ומחרוץ תבואתה׃ יקרה היא(מפניים)[מפנינים]וכל חפציך לא ישׁוו בה׃ ארך ימים בימינה בשׂמאולה עשׁר וכבוד׃ דרכיה דרכי נעם וכל נתיבותיה שׁלום׃ עץ חיים היא למחזיקים בה ותמכיה מאשׁר׃ יהוה בחכמה יסד ארץ כונן שׁמים בתבונה׃ בדעתו תהומות נבקעו ושׁחקים ירעפו טל׃ בני אל ילזו מעיניך נצר תשׁיה ומזמה׃ ויהיו חיים לנפשׁך וחן לגרגרתיך׃ אז תלך לבטח דרכך ורגלך לא תגוף׃ אם תשׁכב לא תפחד ושׁכבת וערבה שׁנתך׃ אל תירא מפחד פתאם ומשׁאת רשׁעים כי תבא׃ כי יהוה יהיה בכסלך ושׁמר רגלך מלכד׃ אל תמנע טוב מבעליו בהיות לאל(ידיך)[ידך]לעשׂות׃ אל תאמר(לרעיך)[לרעך ]לך ושׁוב ומחר אתן וישׁ אתך׃ אל תחרשׁ על רעך רעה והוא יושׁב לבטח אתך׃ אל [תריב](תרוב)עם אדם חנם אם לא גמלך רעה׃ אל תקנא באישׁ חמס ואל תבחר בכל דרכיו׃ כי תועבת יהוה נלוז ואת ישׁרים סודו׃ מארת יהוה בבית רשׁע ונוה צדיקים יברך׃ אם ללצים הוא יליץ(ולעניים)[ולענוים]יתן חן׃ כבוד חכמים ינחלו וכסילים מרים קלון׃
Proverbs,4,שׁמעו בנים מוסר אב והקשׁיבו לדעת בינה׃ כי לקח טוב נתתי לכם תורתי אל תעזבו׃ כי בן הייתי לאבי רך ויחיד לפני אמי׃ וירני ויאמר לי יתמך דברי לבך שׁמר מצותי וחיה׃ קנה חכמה קנה בינה אל תשׁכח ואל תט מאמרי פי׃ אל תעזבה ותשׁמרך אהבה ותצרך׃ ראשׁית חכמה קנה חכמה ובכל קנינך קנה בינה׃ סלסלה ותרוממך תכבדך כי תחבקנה׃ תתן לראשׁך לוית חן עטרת תפארת תמגנך׃ שׁמע בני וקח אמרי וירבו לך שׁנות חיים׃ בדרך חכמה הריתיך הדרכתיך במעגלי ישׁר׃ בלכתך לא יצר צעדך ואם תרוץ לא תכשׁל׃ החזק במוסר אל תרף נצרה כי היא חייך׃ בארח רשׁעים אל תבא ואל תאשׁר בדרך רעים׃ פרעהו אל תעבר בו שׂטה מעליו ועבר׃ כי לא ישׁנו אם לא ירעו ונגזלה שׁנתם אם לא(יכשולו)[יכשׁילו]׃ כי לחמו לחם רשׁע ויין חמסים ישׁתו׃ וארח צדיקים כאור נגה הולך ואור עד נכון היום׃ דרך רשׁעים כאפלה לא ידעו במה יכשׁלו׃ בני לדברי הקשׁיבה לאמרי הט אזנך׃ אל יליזו מעיניך שׁמרם בתוך לבבך׃ כי חיים הם למצאיהם ולכל בשׂרו מרפא׃ מכל משׁמר נצר לבך כי ממנו תוצאות חיים׃ הסר ממך עקשׁות פה ולזות שׂפתים הרחק ממך׃ עיניך לנכח יביטו ועפעפיך יישׁרו נגדך׃ פלס מעגל רגלך וכל דרכיך יכנו׃ אל תט ימין ושׂמאול הסר רגלך מרע׃
Proverbs,5,בני לחכמתי הקשׁיבה לתבונתי הט אזנך׃ לשׁמר מזמות ודעת שׂפתיך ינצרו׃ כי נפת תטפנה שׂפתי זרה וחלק משׁמן חכה׃ ואחריתה מרה כלענה חדה כחרב פיות׃ רגליה ירדות מות שׁאול צעדיה יתמכו׃ ארח חיים פן תפלס נעו מעגלתיה לא תדע׃ ועתה בנים שׁמעו לי ואל תסורו מאמרי פי׃ הרחק מעליה דרכך ואל תקרב אל פתח ביתה׃ פן תתן לאחרים הודך ושׁנתיך לאכזרי׃ פן ישׂבעו זרים כחך ועצביך בבית נכרי׃ ונהמת באחריתך בכלות בשׂרך ושׁארך׃ ואמרת איך שׂנאתי מוסר ותוכחת נאץ לבי׃ ולא שׁמעתי בקול מורי ולמלמדי לא הטיתי אזני׃ כמעט הייתי בכל רע בתוך קהל ועדה׃ שׁתה מים מבורך ונזלים מתוך בארך׃ יפוצו מעינתיך חוצה ברחבות פלגי מים׃ יהיו לך לבדך ואין לזרים אתך׃ יהי מקורך ברוך ושׂמח מאשׁת נעורך׃ אילת אהבים ויעלת חן דדיה ירוך בכל עת באהבתה תשׁגה תמיד׃ ולמה תשׁגה בני בזרה ותחבק חק נכריה׃ כי נכח עיני יהוה דרכי אישׁ וכל מעגלתיו מפלס׃ עוונתיו ילכדנו את הרשׁע ובחבלי חטאתו יתמך׃ הוא ימות באין מוסר וברב אולתו ישׁגה׃
Proverbs,6,בני אם ערבת לרעך תקעת לזר כפיך׃ נוקשׁת באמרי פיך נלכדת באמרי פיך׃ עשׂה זאת אפוא בני והנצל כי באת בכף רעך לך התרפס ורהב רעיך׃ אל תתן שׁנה לעיניך ותנומה לעפעפיך׃ הנצל כצבי מיד וכצפור מיד יקושׁ׃ לך אל נמלה עצל ראה דרכיה וחכם׃ אשׁר אין לה קצין שׁטר ומשׁל׃ תכין בקיץ לחמה אגרה בקציר מאכלה׃ עד מתי עצל תשׁכב מתי תקום משׁנתך׃ מעט שׁנות מעט תנומות מעט חבק ידים לשׁכב׃ ובא כמהלך ראשׁך ומחסרך כאישׁ מגן׃ אדם בליעל אישׁ און הולך עקשׁות פה׃ קרץבעינומללברגלומרה באצבעתיו׃ תהפכות בלבו חרשׁ רע בכל עת(מדנים)[מדינים]ישׁלח׃ על כן פתאם יבוא אידו פתע ישׁבר ואין מרפא׃ שׁשׁ הנה שׂנא יהוה ושׁבע(תועבות)[תועבת]נפשׁו׃ עינים רמות לשׁון שׁקר וידים שׁפכות דם נקי׃ לב חרשׁ מחשׁבות און רגלים ממהרות לרוץ לרעה׃ יפיח כזבים עד שׁקר ומשׁלח מדנים בין אחים׃ נצר בני מצות אביך ואל תטשׁ תורת אמך׃ קשׁרם על לבך תמיד ענדם על גרגרתך׃ בהתהלכך תנחה אתך בשׁכבך תשׁמר עליך והקיצות היא תשׂיחך׃ כי נר מצוה ותורה אור ודרך חיים תוכחות מוסר׃ לשׁמרך מאשׁת רע מחלקת לשׁון נכריה׃ אל תחמד יפיה בלבבך ואל תקחך בעפעפיה׃ כי בעד אשׁה זונה עד ככר לחם ואשׁת אישׁ נפשׁ יקרה תצוד׃ היחתה אישׁ אשׁ בחיקו ובגדיו לא תשׂרפנה׃ אם יהלך אישׁ על הגחלים ורגליו לא תכוינה׃ כן הבא אל אשׁת רעהו לא ינקה כל הנגע בה׃ לא יבוזו לגנב כי יגנוב למלא נפשׁו כי ירעב׃ ונמצא ישׁלם שׁבעתים את כל הון ביתו יתן׃ נאף אשׁה חסר לב משׁחית נפשׁו הוא יעשׂנה׃ נגע וקלון ימצא וחרפתו לא תמחה׃ כי קנאה חמת גבר ולא יחמול ביום נקם׃ לא ישׂא פני כל כפר ולא יאבה כי תרבה שׁחד׃
Proverbs,7,בני שׁמר אמרי ומצותי תצפן אתך׃ שׁמר מצותי וחיה ותורתי כאישׁון עיניך׃ קשׁרם על אצבעתיך כתבם על לוח לבך׃ אמר לחכמה אחתי את ומדע לבינה תקרא׃ לשׁמרך מאשׁה זרה מנכריה אמריה החליקה׃ כי בחלון ביתי בעד אשׁנבי נשׁקפתי׃ וארא בפתאים אבינה בבנים נער חסר לב׃ עבר בשׁוק אצל פנה ודרך ביתה יצעד׃ בנשׁף בערב יום באישׁון לילה ואפלה׃ והנה אשׁה לקראתו שׁית זונה ונצרת לב׃ המיה היא וסררת בביתה לא ישׁכנו רגליה׃ פעם בחוץ פעם ברחבות ואצל כל פנה תארב׃ והחזיקה בו ונשׁקה לו העזה פניה ותאמר לו׃ זבחי שׁלמים עלי היום שׁלמתי נדרי׃ על כן יצאתי לקראתך לשׁחר פניך ואמצאך׃ מרבדים רבדתי ערשׂי חטבות אטון מצרים׃ נפתי משׁכבי מר אהלים וקנמון׃ לכה נרוה דדים עד הבקר נתעלסה באהבים׃ כי אין האישׁ בביתו הלך בדרך מרחוק׃ צרור הכסף לקח בידו ליום הכסא יבא ביתו׃ הטתו ברב לקחה בחלק שׂפתיה תדיחנו׃ הולך אחריה פתאם כשׁור אל טבח יבא וכעכס אל מוסר אויל׃ עד יפלח חץ כבדו כמהר צפור אל פח ולא ידע כי בנפשׁו הוא׃ ועתה בנים שׁמעו לי והקשׁיבו לאמרי פי׃ אל ישׂט אל דרכיה לבך אל תתע בנתיבותיה׃ כי רבים חללים הפילה ועצמים כל הרגיה׃ דרכי שׁאול ביתה ירדות אל חדרי מות׃
Proverbs,8,הלא חכמה תקרא ותבונה תתן קולה׃ בראשׁ מרמים עלי דרך בית נתיבות נצבה׃ ליד שׁערים לפי קרת מבוא פתחים תרנה׃ אליכם אישׁים אקרא וקולי אל בני אדם׃ הבינו פתאים ערמה וכסילים הבינו לב׃ שׁמעו כי נגידים אדבר ומפתח שׂפתי מישׁרים׃ כי אמת יהגה חכי ותועבת שׂפתי רשׁע׃ בצדק כל אמרי פי אין בהם נפתל ועקשׁ׃ כלם נכחים למבין וישׁרים למצאי דעת׃ קחו מוסרי ואל כסף ודעת מחרוץ נבחר׃ כי טובה חכמה מפנינים וכל חפצים לא ישׁוו בה׃ אני חכמה שׁכנתי ערמה ודעת מזמות אמצא׃ יראת יהוה שׂנאת רע גאה וגאון ודרך רע ופי תהפכות שׂנאתי׃ לי עצה ותושׁיה אני בינה לי גבורה׃ בי מלכים ימלכו ורזנים יחקקו צדק׃ בי שׂרים ישׂרו ונדיבים כל שׁפטי צדק׃ אני(אהביה)[אהבי]אהב ומשׁחרי ימצאנני׃ עשׁר וכבוד אתי הון עתק וצדקה׃ טוב פריי מחרוץ ומפז ותבואתי מכסף נבחר׃ בארח צדקה אהלך בתוך נתיבות משׁפט׃ להנחיל אהבי ישׁ ואצרתיהם אמלא׃ יהוה קנני ראשׁית דרכו קדם מפעליו מאז׃ מעולם נסכתי מראשׁ מקדמי ארץ׃ באין תהמות חוללתי באין מעינות נכבדי מים׃ בטרם הרים הטבעו לפני גבעות חוללתי׃ עד לא עשׂה ארץ וחוצות וראשׁ עפרות תבל׃ בהכינו שׁמים שׁם אני בחקו חוג על פני תהום׃ באמצו שׁחקים ממעל בעזוז עינות תהום׃ בשׂומו לים חקו ומים לא יעברו פיו בחוקו מוסדי ארץ׃ ואהיה אצלו אמון ואהיה שׁעשׁועים יום יום משׂחקת לפניו בכל עת׃ משׂחקת בתבל ארצו ושׁעשׁעי את בני אדם׃ ועתה בנים שׁמעו לי ואשׁרי דרכי ישׁמרו׃ שׁמעו מוסר וחכמו ואל תפרעו׃ אשׁרי אדם שׁמע לי לשׁקד על דלתתי יום יום לשׁמר מזוזת פתחי׃ כי מצאי(מצאי)[מצא]חיים ויפק רצון מיהוה׃ וחטאי חמס נפשׁו כל משׂנאי אהבו מות׃
Proverbs,9,חכמות בנתה ביתה חצבה עמודיה שׁבעה׃ טבחה טבחה מסכה יינה אף ערכה שׁלחנה׃ שׁלחה נערתיה תקרא על גפי מרמי קרת׃ מי פתי יסר הנה חסר לב אמרה לו׃ לכו לחמו בלחמי ושׁתו ביין מסכתי׃ עזבו פתאים וחיו ואשׁרו בדרך בינה׃ יסר לץ לקח לו קלון ומוכיח לרשׁע מומו׃ אל תוכח לץ פן ישׂנאך הוכח לחכם ויאהבך׃ תן לחכם ויחכם עוד הודע לצדיק ויוסף לקח׃ תחלת חכמה יראת יהוה ודעת קדשׁים בינה׃ כי בי ירבו ימיך ויוסיפו לך שׁנות חיים׃ אם חכמת חכמת לך ולצת לבדך תשׂא׃ אשׁת כסילות המיה פתיות ובל ידעה מה׃ וישׁבה לפתח ביתה על כסא מרמי קרת׃ לקרא לעברי דרך המישׁרים ארחותם׃ מי פתי יסר הנה וחסר לב ואמרה לו׃ מים גנובים ימתקו ולחם סתרים ינעם׃ ולא ידע כי רפאים שׁם בעמקי שׁאול קראיה׃
Proverbs,10,משׁלי שׁלמה בן חכם ישׂמח אב ובן כסיל תוגת אמו׃ לא יועילו אוצרות רשׁע וצדקה תציל ממות׃ לא ירעיב יהוה נפשׁ צדיק והות רשׁעים יהדף׃ ראשׁ עשׂה כף רמיה ויד חרוצים תעשׁיר׃ אגר בקיץ בן משׂכיל נרדם בקציר בן מבישׁ׃ ברכות לראשׁ צדיק ופי רשׁעים יכסה חמס׃ זכר צדיק לברכה ושׁם רשׁעים ירקב׃ חכם לב יקח מצות ואויל שׂפתים ילבט׃ הולך בתם ילך בטח ומעקשׁ דרכיו יודע׃ קרץ עין יתן עצבת ואויל שׂפתים ילבט׃ מקור חיים פי צדיק ופי רשׁעים יכסה חמס׃ שׂנאה תערר מדנים ועל כל פשׁעים תכסה אהבה׃ בשׂפתי נבון תמצא חכמה ושׁבט לגו חסר לב׃ חכמים יצפנו דעת ופי אויל מחתה קרבה׃ הון עשׁיר קרית עזו מחתת דלים רישׁם׃ פעלת צדיק לחיים תבואת רשׁע לחטאת׃ ארח לחיים שׁומר מוסר ועזב תוכחת מתעה׃ מכסה שׂנאה שׂפתי שׁקר ומוצא דבה הוא כסיל׃ ברב דברים לא יחדל פשׁע וחושׂך שׂפתיו משׂכיל׃ כסף נבחר לשׁון צדיק לב רשׁעים כמעט׃ שׂפתי צדיק ירעו רבים ואוילים בחסר לב ימותו׃ ברכת יהוה היא תעשׁיר ולא יוסף עצב עמה׃ כשׂחוק לכסיל עשׂות זמה וחכמה לאישׁ תבונה׃ מגורת רשׁע היא תבואנו ותאות צדיקים יתן׃ כעבור סופה ואין רשׁע וצדיק יסוד עולם׃ כחמץ לשׁנים וכעשׁן לעינים כן העצל לשׁלחיו׃ יראת יהוה תוסיף ימים ושׁנות רשׁעים תקצרנה׃ תוחלת צדיקים שׂמחה ותקות רשׁעים תאבד׃ מעוז לתם דרך יהוה ומחתה לפעלי און׃ צדיק לעולם בל ימוט ורשׁעים לא ישׁכנו ארץ׃ פי צדיק ינוב חכמה ולשׁון תהפכות תכרת׃ שׂפתי צדיק ידעון רצון ופי רשׁעים תהפכות׃
Proverbs,11,מאזני מרמה תועבת יהוה ואבן שׁלמה רצונו׃ בא זדון ויבא קלון ואת צנועים חכמה׃ תמת ישׁרים תנחם וסלף בגדים(ושדם)[ישׁדם]׃ לא יועיל הון ביום עברה וצדקה תציל ממות׃ צדקת תמים תישׁר דרכו וברשׁעתו יפל רשׁע׃ צדקת ישׁרים תצילם ובהות בגדים ילכדו׃ במות אדם רשׁע תאבד תקוה ותוחלת אונים אבדה׃ צדיק מצרה נחלץ ויבא רשׁע תחתיו׃ בפה חנף ישׁחת רעהו ובדעת צדיקים יחלצו׃ בטוב צדיקים תעלץ קריה ובאבד רשׁעים רנה׃ בברכת ישׁרים תרום קרת ובפי רשׁעים תהרס׃ בז לרעהו חסר לב ואישׁ תבונות יחרישׁ׃ הולך רכיל מגלה סוד ונאמן רוח מכסה דבר׃ באין תחבלות יפל עם ותשׁועה ברב יועץ׃ רע ירוע כי ערב זר ושׂנא תקעים בוטח׃ אשׁת חן תתמך כבוד ועריצים יתמכו עשׁר׃ גמל נפשׁו אישׁ חסד ועכר שׁארו אכזרי׃ רשׁע עשׂה פעלת שׁקר וזרע צדקה שׂכר אמת׃ כן צדקה לחיים ומרדף רעה למותו׃ תועבת יהוה עקשׁי לב ורצונו תמימי דרך׃ יד ליד לא ינקה רע וזרע צדיקים נמלט׃ נזם זהב באף חזיר אשׁה יפה וסרת טעם׃ תאות צדיקים אך טוב תקות רשׁעים עברה׃ ישׁ מפזר ונוסף עוד וחשׂך מישׁר אך למחסור׃ נפשׁ ברכה תדשׁן ומרוה גם הוא יורא׃ מנע בר יקבהו לאום וברכה לראשׁ משׁביר׃ שׁחר טוב יבקשׁ רצון ודרשׁ רעה תבואנו׃ בוטח בעשׁרו הוא יפול וכעלה צדיקים יפרחו׃ עכר ביתו ינחל רוח ועבד אויל לחכם לב׃ פרי צדיק עץ חיים ולקח נפשׁות חכם׃ הן צדיק בארץ ישׁלם אף כי רשׁע וחוטא׃
Proverbs,12,אהב מוסר אהב דעת ושׂונא תוכחת בער׃ טוב יפיק רצון מיהוה ואישׁ מזמות ירשׁיע׃ לא יכון אדם ברשׁע ושׁרשׁ צדיקים בל ימוט׃ אשׁת חיל עטרת בעלה וכרקב בעצמותיו מבישׁה׃ מחשׁבות צדיקים משׁפט תחבלות רשׁעים מרמה׃ דברי רשׁעים ארב דם ופי ישׁרים יצילם׃ הפוך רשׁעים ואינם ובית צדיקים יעמד׃ לפי שׂכלו יהלל אישׁ ונעוה לב יהיה לבוז׃ טוב נקלה ועבד לו ממתכבד וחסר לחם׃ יודע צדיק נפשׁ בהמתו ורחמי רשׁעים אכזרי׃ עבד אדמתו ישׂבע לחם ומרדף ריקים חסר לב׃ חמד רשׁע מצוד רעים ושׁרשׁ צדיקים יתן׃ בפשׁע שׂפתים מוקשׁ רע ויצא מצרה צדיק׃ מפרי פי אישׁ ישׂבע טוב וגמול ידי אדם(ישוב)[ישׁיב]לו׃ דרך אויל ישׁר בעיניו ושׁמע לעצה חכם׃ אויל ביום יודע כעסו וכסה קלון ערום׃ יפיח אמונה יגיד צדק ועד שׁקרים מרמה׃ ישׁ בוטה כמדקרות חרב ולשׁון חכמים מרפא׃ שׂפת אמת תכון לעד ועד ארגיעה לשׁון שׁקר׃ מרמה בלב חרשׁי רע וליעצי שׁלום שׂמחה׃ לא יאנה לצדיק כל און ורשׁעים מלאו רע׃ תועבת יהוה שׂפתי שׁקר ועשׂי אמונה רצונו׃ אדם ערום כסה דעת ולב כסילים יקרא אולת׃ יד חרוצים תמשׁול ורמיה תהיה למס׃ דאגה בלב אישׁ ישׁחנה ודבר טוב ישׂמחנה׃ יתר מרעהו צדיק ודרך רשׁעים תתעם׃ לא יחרך רמיה צידו והון אדם יקר חרוץ׃ בארח צדקה חיים ודרך נתיבה אל מות׃
Proverbs,13,בן חכם מוסר אב ולץ לא שׁמע גערה׃ מפרי פי אישׁ יאכל טוב ונפשׁ בגדים חמס׃ נצר פיו שׁמר נפשׁו פשׂק שׂפתיו מחתה לו׃ מתאוה ואין נפשׁו עצל ונפשׁ חרצים תדשׁן׃ דבר שׁקר ישׂנא צדיק ורשׁע יבאישׁ ויחפיר׃ צדקה תצר תם דרך ורשׁעה תסלף חטאת׃ ישׁ מתעשׁר ואין כל מתרושׁשׁ והון רב׃ כפר נפשׁ אישׁ עשׁרו ורשׁ לא שׁמע גערה׃ אור צדיקים ישׂמח ונר רשׁעים ידעך׃ רק בזדון יתן מצה ואת נועצים חכמה׃ הון מהבל ימעט וקבץ על יד ירבה׃ תוחלת ממשׁכה מחלה לב ועץ חיים תאוה באה׃ בז לדבר יחבל לו וירא מצוה הוא ישׁלם׃ תורת חכם מקור חיים לסור ממקשׁי מות׃ שׂכל טוב יתן חן ודרך בגדים איתן׃ כל ערום יעשׂה בדעת וכסיל יפרשׂ אולת׃ מלאך רשׁע יפל ברע וציר אמונים מרפא׃ רישׁ וקלון פורע מוסר ושׁמר תוכחת יכבד׃ תאוה נהיה תערב לנפשׁ ותועבת כסילים סור מרע׃ (הלוך)[הולך]את חכמים(וחכם)[יחכם]ורעה כסילים ירוע׃ חטאים תרדף רעה ואת צדיקים ישׁלם טוב׃ טוב ינחיל בני בנים וצפון לצדיק חיל חוטא׃ רב אכל ניר ראשׁים וישׁ נספה בלא משׁפט׃ חושׂך שׁבטו שׂונא בנו ואהבו שׁחרו מוסר׃ צדיק אכל לשׂבע נפשׁו ובטן רשׁעים תחסר׃
